1	2.52111042329	2.52111042329	2.52111042329	2.3114253856
1.5	2.51697564507	2.51697564507	2.51697564507	2.3114253856
2	2.52009564204	2.52009564204	2.52009564204	2.31133366929
2.5	2.51900099884	2.51900099884	2.51900099884	2.3114253856
3	2.51454650085	2.51454650085	2.51454650085	2.33138517127
3.5	2.51595412888	2.51595412888	2.51595412888	2.33040964357
4	2.51670131421	2.51670131421	2.51670131421	2.32802328023
4.5	2.51064857025	2.51064857025	2.51064857025	2.3277224191
5	2.51058846531	2.51058846531	2.51058846531	2.3114253856
5.5	2.51054025821	2.51054025821	2.51054025821	2.32177358369
6	2.50393465782	2.50393465782	2.50393465782	2.32110631425
6.5	2.5025815006	2.5025815006	2.5025815006	2.31866678652
7	2.49882350138	2.49882350138	2.49882350138	2.31117464856
7.5	2.35879542436	2.35879542436	2.35879542436	2.26179705728
8	1.5248189663	1.21364176092	1.60139210078	1.82224405394
8.5	1.30902193341	1.07844059178	1.3861794584	1.40054355373
9	0.980416619634	0.881751901805	1.03011754058	0.836389897421
9.5	0.630789879207	0.463821078898	0.625385551651	0.566354156997
10	0.0374112997395	0.0374112997395	0.0374112997395	0.0286167384072
