1	2.3114253856	2.32428579131
1.5	2.3114253856	2.32243544467
2	2.31133366929	2.32056028373
2.5	2.3114253856	2.32155999258
3	2.32454572505	2.31774629041
3.5	2.32454572505	2.31606301124
4	2.3217730048	2.31255674605
4.5	2.32079162122	2.31047275369
5	2.27096323382	2.24928147953
5.5	2.16037461689	1.91804383356
6	2.14864500579	1.50343728605
6.5	2.16001286099	0.88929447407
7	1.25384522439	1.37851968804
7.5	1.25395202891	1.00836926602
8	1.13338218144	0.790231236712
8.5	1.04933436578	0.570898309977
9	0.836859079533	0.237721498864
9.5	0.331569348002	0.443176246152
10	0.0144768430831	0.0135328152316
