1	2.51078882631	2.50911679264
1.5	2.50653303165	2.50476694704
2	2.5082616131	2.5061786173
2.5	2.50715224927	2.50507109486
3	2.50265490949	2.49964743061
3.5	2.50274449907	2.49946373668
4	2.50457003826	2.49937686382
4.5	2.49423274688	2.48917431047
5	2.35683046664	2.35075322286
5.5	2.13755686078	2.12629239934
6	1.60495080851	1.81892641004
6.5	1.58896461726	1.27124952708
7	1.5348715592	0.911182860914
7.5	1.17821981413	0.939550370028
8	1.07151289051	0.646363411654
8.5	0.725124354707	0.795300895044
9	0.757906105707	0.462619753119
9.5	0.329471652664	0.382042996068
10	0.016218854059	0.0161913541035
