1	2.50982738505	2.32435076929
1.5	2.50516584451	2.32007000074
2	2.50726713779	2.32178689826
2.5	2.50568959029	2.32020411418
3	2.50025331545	2.31465370673
3.5	2.50053152489	2.31446961066
4	2.49998261749	2.31402099914
4.5	2.49393072591	2.30381369469
5	2.40664180155	2.21381132614
5.5	2.19297470602	2.00454935646
6	1.67411360311	1.90418462017
6.5	1.94488028835	1.18690745961
7	1.92413588195	0.980734287193
7.5	1.46381843411	0.872536031953
8	1.09921486757	0.880162592198
8.5	1.09358206949	0.447525417117
9	0.872628966825	0.263487425084
9.5	0.590463435842	0.264633959501
10	0.0163383533205	0.0111915242856
