1	2.51078882631	2.50911679264
1.5	2.50653303165	2.50476694704
2	2.5082616131	2.5061786173
2.5	2.50715224927	2.50507109486
3	2.50265490949	2.49964743061
3.5	2.50274449907	2.49946373668
4	2.50457003826	2.49937686382
4.5	2.49423274688	2.48917431047
5	2.35683046664	2.35075322286
5.5	2.13755686078	2.12629239934
6	1.63375195858	1.85031609269
6.5	1.32562626992	1.61349544425
7	1.12705516971	1.16002781404
7.5	1.03533916387	1.03472857934
8	0.551376558967	0.945613834406
8.5	0.86256719632	0.55196803751
9	0.595102315493	0.47971008426
9.5	0.380287289082	0.292636967213
10	0.016218854059	0.0161913541035
